int_pos;var_name;x;label;length;decimal_places;fin_pos;col_type;CHAR
1;MASCARA;$10.;/*	Mascara da Escola	*/;10;0;10;c;TRUE
3778;VEM2705;5.;/*	Alunos na 2a. Série (afastados por transferência) - Em 1994 (turno noturno)	*/;5;0;3782;i;FALSE
3786;VEM2706;5.;/*	Alunos na 2a. Série (afastados por abandono) - Em 1994 (turno noturno)	*/;5;0;3790;i;FALSE
3794;VEM2707;5.;/*	Alunos na 2a. Série (aprovados) - Em 1994 (turno noturno)	*/;5;0;3798;i;FALSE
3802;VEM2708;5.;/*	Alunos na 2a. Série (reprovados) - Em 1994 (turno noturno)	*/;5;0;3806;i;FALSE
3810;VEM2709;5.;/*	Alunos na 3a. Série (afastados por transferência) - Em 1994 (turno noturno)	*/;5;0;3814;i;FALSE
3818;VEM2710;5.;/*	Alunos na 3a. Série (afastados por abandono) - Em 1994 (turno noturno)	*/;5;0;3822;i;FALSE
3826;VEM2711;5.;/*	Alunos na 3a. Série (aprovados) - Em 1994 (turno noturno)	*/;5;0;3830;i;FALSE
3834;VEM2712;5.;/*	Alunos na 3a. Série (reprovados) - Em 1994 (turno noturno)	*/;5;0;3838;i;FALSE
3842;VEM2713;5.;/*	Alunos na 4a. Série (afastados por transferência) - Em 1994 (turno noturno)	*/;5;0;3846;i;FALSE
3850;VEM2714;5.;/*	Alunos na 4a. Série (afastados por abandono) - Em 1994 (turno noturno)	*/;5;0;3854;i;FALSE
3858;VEM2715;5.;/*	Alunos na 4a. Série (aprovados) - Em 1994 (turno noturno)	*/;5;0;3862;i;FALSE
3866;VEM2716;5.;/*	Alunos na 4a. Série (reprovados) - Em 1994 (turno noturno)	*/;5;0;3870;i;FALSE
3874;VEM2801;5.;/*	Alunos em Regime Não-Seriado (afastados por transferência) - Em 1994	*/;5;0;3878;i;FALSE
3882;VEM2802;5.;/*	Alunos em Regime Não-Seriado (afastados por abandono) - Em 1994	*/;5;0;3886;i;FALSE
3890;VEM2803;5.;/*	Alunos em Regime Não-Seriado (matrícula final) - Em 1994	*/;5;0;3894;i;FALSE
